question,reference,generated,bertscore_f1,bertscore_precision,bertscore_recall
Can adding a premise to a set of premises used for abduction make it impossible to infer a conclusion that was possible with the original set of premises?,"Yes, adding a premise to a set of premises used for abduction can make it impossible to infer a conclusion that was possible with the original set of premises. This is because abduction, unlike deduction, violates monotonicity, meaning that it may be possible to infer certain conclusions from a subset of a set of premises which cannot be inferred from the set of premises as a whole.","Yes, adding a premise to a set of premises used for abduction can make it impossible to infer a conclusion that was possible with the original set of premises if that original set of premises was inevitably false or incomplete when the hypothesis was made.",0.9162482619285583,0.9284306764602661,0.9043814539909363
What have philosophers of science argued about abduction?,Philosophers of science have argued that abduction is a cornerstone of scientific methodology. Timothy Williamson goes further to say that the abductive methodology is the best science provides and Ernan McMullin even calls abduction “the inference that makes science.”,"Philosophers of science have argued that the primary use of the theory involved in our everyday language of science, the model of nature in question, is to explain the observed phenomena, and that this use is either ex ante or ex nihilo (in advance of any evidence) and either pre-theoretical or empirical (involving only sensory perceptions) or post-theoretical and involving communicable knowledge (involving communicated procedures, such as experiments, or communicated sensory perceptions).",0.8344181776046753,0.8150714635848999,0.8547055125236511
What is an example of abduction?,"An example of abduction is when two astronomers, John Couch Adams and Urbain Leverrier, suggested that there was an eighth, as yet undiscovered planet in the solar system to explain why Uranus' orbit deviated from the orbit as predicted by Isaac Newton’s theory of universal gravitation.","An example of abduction is the process by which a scientist desires to explain a particular phenomenon in terms of another, more fundamental phenomenon. For example, a physicist may want to explain the emission of electromagnetic radiation in terms of light, but will first have to abduct the idea of light from its container, the electromagnetic wave that contains all the information about the emission. Similarly, a biologist may want to explain the development of a animal in terms of its evolution, but will first have to abduct the idea of evolution from its container, the species that most recently appeared on the planet.",0.8253703713417053,0.8252508640289307,0.8254898190498352
What did Thomson conclude about cathode rays?,Thomson concluded that cathode rays are streams of charged particles.,Thomson concluded that cathode rays were electrically charged particles with a negative electricity and a high speed.,0.9440659284591675,0.9229249954223633,0.9661980867385864
What conclusion does Thomson come to regarding the nature of cathode rays?,Thomson comes to the conclusion that cathode rays are charges of negative electricity carried by particles of matter.,Thomson coming to the conclusion that the electric current in a voltaic cell is the same as the electrical current in a cathode ray.<\|im_end|>,0.8650709390640259,0.8381890654563904,0.8937341570854187
Why did J.J. Thomson conclude that cathode rays consist of negatively charged particles?,J.J. Thomson concluded that cathode rays consist of negatively charged particles because it was the best explanation of his experimental results that he could think of.,"<|im_start|>assistant
J.J. Thomson concluded that cathode rays consist of negatively charged particles because he wanted to explain the emission of light by electrons as a radioactive decay process and believed that the electrons in that process were negatively charged. He believed that if the electrons were too many in number, the radiation would be too weak to be observed, and if they were too few, the radiation would be too intense to be received by sensitive instruments.",0.8879059553146362,0.8519109487533569,0.9270769357681274
What is abduction said to be the predominant mode of reasoning in?,Abduction is said to be the predominant mode of reasoning in medical diagnosis. Physicians tend to go for the hypothesis that best explains the patient’s symptoms.,Abduction is the predominant mode of reasoning in (not very well-known but important scientific) physics at the beginning of the twentieth century.,0.8865393400192261,0.8778406381607056,0.8954122066497803
What is one of the philosophical debates in which abduction plays a central role?,"One of the philosophical debates in which abduction plays a central role is in objections to underdetermination arguments in epistemology and the philosophy of science. Abduction is frequently invoked in these objections to support the belief in a particular hypothesis over empirically equivalent rivals, such as in the case of global skepticism or scientific antirealism.","One of the philosophical debates in which abduction plays a central role is the debate over methodology, where representationalism and empiricism are opposed and it is asked whether we can scientifically investigate our external world by means other than sensory perception.",0.8764582872390747,0.887916088104248,0.8652923703193665
What is one example of how abduction has been used in epistemology to argue against skepticism?,"One example of how abduction has been used in epistemology to argue against skepticism is by arguing that even though, by construction, the skeptical hypotheses make the same predictions as the hypothesis that reality is more or less the way we ordinarily take it to be, they are not equally good explanations of what they predict; in particular, the skeptical hypotheses have been said to be considerably less simple than the “ordinary world” hypothesis.","One example of how abduction has been used in epistemology to argue against skepticism is in the work of John Searle, who argues that because our epistemic standards of truth are relative to each other, it is impossible for our knowledge to be a basis for final moral truth-appeal, which would require a universal standard of truth, or for our knowledge to be exempt from skepticism, which would require a non-relational epistemology. This argument against skepticism has been called the “epistemological argument for realism” and shows how abduction can be used to address philosophical problems in a way that is both philosophical and scientific.",0.8660508394241333,0.8614758253097534,0.8706746101379395
What is the core idea of abduction?,"The core idea of abduction is that explanatory considerations have confirmation-theoretic import, or that explanatory success is a (not necessarily unfailing) mark of truth. However, this idea can be cashed out in a great variety of ways.","The core idea of abduction is that we have access to external objects through means other than their immediate self-appearance, and that these objects are the causes of our cognitive experiences. However, these external objects are not simply any means, as as as it is by their operation that our minds come to be in the way that they are. Instead, they are purposes-in-action, teleological, and ultimately explanatory of our affairs.",0.8538748621940613,0.8427024483680725,0.8653475046157837
What is a common formulation of abduction in textbooks on epistemology or the philosophy of science?,"A common formulation of abduction in textbooks on epistemology or the philosophy of science is: A is observed; B would, if true, explain A; hence, there is reason to suspect that B is true.",A common formulation of abduction in textbooks on epistemology or the philosophy of science is that it is a method of inquiry that makes inferences to the observed world from explanatory premises that are either directly or indirectly empirically true.,0.9007092118263245,0.8964536190032959,0.9050052762031555
"What is the problem with the theoretical virtues of simplicity, generality, and coherence with well-established theories, which are often used to determine the best explanation?","The problem is that none of the theoretical virtues are well understood. Giere even makes the radical claim that the theoretical virtues lack real content and play no more than a rhetorical role in science. However, recent formal work on simplicity and coherence, as well as psychological evidence on people’s assessments of explanatory goodness, cast doubt on this claim.","The problem with the theoretical virtues of simplicity, generality, and coherence with well-established theories is that they are often used to determine the best explanation, and yet it is often impossible to determine which of these properties is the most important in any given case, since the evidence available may be too incomplete or too variable to allow for a single most important property. Additionally, because the evidence available is often incomplete and variable, it is difficult to determine how much weight to give to each of these properties in turn, or to determine which of them are most essential to the truth of the matter in question. Lastly, because the evidence available is often incomplete and variable, it is also difficult to determine which of these properties is the most relevant to the best explanation of a given matter, since different cases may be best explained by different combinations of these properties.",0.8461195230484009,0.8347492218017578,0.8578039407730103
What do some philosophers believe about abduction and the best explanation?,"Some philosophers believe that abduction warrants an inference only to the probable truth of the best explanation, others that it warrants an inference only to the approximate truth of the best explanation, and still others that it warrants an inference only to the probable approximate truth.","Some philosophers believe that the materialist epistemology that rules over our modern scientific and technological era is incompatible with the philosophical tradition that emphasizes the role of reason in our knowledge of the world, and that to toothlessly rebut such epistemology is to go beyond the question. Other philosophers, however, argue that the materialist epistemology is not incompatible with the abduction theory of knowledge and that that theory can be used to resist the materialist threat.",0.841680109500885,0.840215802192688,0.8431494235992432
What is a necessary condition for abduction to be reliable in the sense that it mostly leads to a true conclusion whenever the premises are true?,"A necessary condition for abduction to be reliable in the sense that it mostly leads to a true conclusion whenever the premises are true is that, mostly, when it is true that H best explains E, and E is true, then H is true as well (or H is approximately true, or probably true, or probably approximately true).","A necessary condition for abduction to be reliable in the sense that it mostly leads to a true conclusion whenever the premises are true is that for any utterance of a factual statement that is neither self-referential nor impersonal, the utterance that that statement describes is also true whenever its premises are also uttered but without any reference to that statement.",0.8906799554824829,0.8805631995201111,0.9010319709777832
"Why is it a priori implausible to suppose that when we consider possible explanations of the data, we are predisposed to hit upon the absolutely best explanation of those data?","It is a priori implausible to suppose that we are predisposed to hit upon the absolutely best explanation of the data because we will hardly ever have considered, or will it even be possible to consider, all potential explanations. Van Fraassen (1989, 144) also points out that this assumption implies a privilege on our part, which is also implausible.","To suppose that when we consider possible explanations, we are predisposed to hit upon the absolutely best explanation of those data is a aporetic statement because it fails to account for the contingency of our epistemic circumstances and the variety of evidence that we have access to when we make our inferences about the data.",0.8769109845161438,0.8875645995140076,0.8665101528167725
What is a simple procedure that can be used to ensure that the best explanation is not missed when generating a set of candidate explanations?,"A simple procedure that can be used to ensure that the best explanation is not missed when generating a set of candidate explanations is to define a new hypothesis as the negation of all the previous hypotheses, and add this new hypothesis as a further candidate explanation to the ones already considered. This procedure guarantees that the set of candidate explanations is exhaustive, in that one of its elements must be true. This proposal is similar to the one made by Lipton (1993).","A simple procedure that can be used to ensure that the best explanation is not missed when generating a set of candidate explanations is to require that for every actual feature x, the probability assigned to it in the generated set bears at least as much as its probability assigned by its corresponding model in the data (the “exact” probability rule).",0.8848590850830078,0.885792076587677,0.883928120136261
What is the problem with adding to our candidate explanations the hypothesis that neither of the two competing theories is true?,"The problem with adding to our candidate explanations the hypothesis that neither of the two competing theories is true is that it will be ranked quite low as an explanation, and it is unclear what its empirical consequences are. This means that it will not be informative, and it will not give much assurance that the best explanation is among the candidate explanations we consider.","Adding to our candidate explanations the hypothesis that neither of the two competing theories is true risks introducing inconsistency into the system, as as matter-spirit dualist, it is impossible to be both for and against any given hypothesis at any given time.",0.8705520033836365,0.8705921173095703,0.8705118894577026
What is the incongruence in ABD1?,"The incongruence in ABD1 is that the rule gives license to an absolute conclusion—that a given hypothesis is true—on the basis of a comparative premise, namely, that that particular hypothesis is the best explanation of the evidence relative to the other hypotheses available.","In ABD1, the incongruence is that the sensory information that the body receives is different from that which is communicated by the mind’s representational systems.",0.8727985620498657,0.8837901949882507,0.8620768785476685
What is the second option for modifying the rule of abduction?,"The second option for modifying the rule of abduction is to require the hypothesis whose truth is inferred to be not only the best of the available potential explanations, but also to be satisfactory or good enough.","The second option for modifying the rule of abduction is to add a condition to the antecedent that is a function of the subjective evidence or the observer’s beliefs, or to a different realm of experience than the antecedent in question.",0.8842241764068604,0.880165696144104,0.88832026720047
What is still lacking for ABD2 to be complete?,"A criterion for the satisfactoriness of explanations, or their being good enough, is still lacking for ABD2 to be complete.","For ABD2 to be complete, we need to have a systematic and comparative analysis of the major traditions of Indian and Chinese philosophy, including their metaphysics, epistemology, ethics, and religion, as well as their respective histories of development and influence.",0.8647632002830505,0.8559173345565796,0.8737938404083252
What is one way to formulate a symmetric version of abduction?,"One way to formulate a symmetric version of abduction is to have it sanction, given a comparative premise, only a comparative conclusion. This has been proposed and defended in the work of Theo Kuipers.","One way to formulate a symmetric version of abduction is to require that the subject and predicate of the inference be identical in every respect, apart from their modes of existence.",0.8818764686584473,0.8879789113998413,0.8758573532104492
What is one way that the congruous versions of abduction differ from ABD1?,"The congruous versions of abduction do not rely on the assumption of privilege on the reasoner’s part, unlike ABD1.",One way that the congruous versions of abduction differ from ABD1 is that they require the same argument for each case as well as a single final inference to the best explanation.,0.8993836641311646,0.8875903487205505,0.9114946126937866
What does Douven and Schupbach's experiment show about how people's probability updates are influenced by explanatory considerations?,Douven and Schupbach's experiment shows that people's probability updates tend to be influenced by explanatory considerations in ways that makes them deviate from strictly Bayesian updates.,"In their experiment, Douven and Schupbach show that people's probability updates are influenced by two different sources of evidence: (a) the subject's prior beliefs about the entity being described, which they call its ""safety"" or ""probable-ness,"" and (b) the explanatory considerations that are available to them, which they call its ""uncertainty"" or ""improbability.""",0.8688716292381287,0.841971755027771,0.8975470066070557
What does Lombrozo's study show about the relationship between simplicity and the likelihood of explanations?,Lombrozo's study shows that people tend to grossly overrate the probability of simpler explanations compared to more complicated ones.,"Lombrozo's study shows that when we compare the likelihood of an explanation given by a subjective function to that of an objective function, the latter is more likely when the subjective function is simpler than the objective function.",0.9092776775360107,0.8911296725273132,0.9281802177429199
What is the objection that van Fraassen makes to Inference to the Best Explanation?,"Van Fraassen objects to Inference to the Best Explanation by arguing that it is contradictory or equivocal to describe inductive or evidential support through features that require information, such as Inference to the Best Explanation. He argues that a more informative theory cannot be more likely to be true, and that this is most obvious in the paradigm case in which one theory is an extension of another, as the extension has more ways of being false.","Van Fraassen makes the objection that if the truth of every statement about itself is necessarily involved in the truth of every other statement about the same subject, then we have no way of knowing which statement to trust when making a inference, and consequently no way of knowing which explanation is the best.",0.8586582541465759,0.8663631081581116,0.8510892391204834
Why might someone argue that Special Relativity Theory is superior to Lorentz’s version of the æther theory?,"Someone might argue that Special Relativity Theory is superior to Lorentz’s version of the æther theory because they make the same predictions, but Special Relativity Theory is generally regarded as being superior, qua explanation. If someone were to object that the former is not really more informative than the latter, then we should refuse to grant the premise that in order to be more explanatory a theory must be more informative.",,0.0,0.0,0.0
What is van Fraassen's objection to probabilistic versions of abduction?,"Van Fraassen's objection to probabilistic versions of abduction is that such rules must either amount to Bayes’ rule, and thus be redundant, or be at variance with it but then be probabilistically incoherent, meaning that they may lead one to assess as fair a number of bets which together ensure a financial loss, come what may. Van Fraassen argues that it would be irrational to follow a rule that has this feature.","Van Fraassen objects that if we have a single reliable observer, the evidence against the hypothesis that the world is composed of subatomic particles is too weak to justify the use of probabilistic versions of abduction, since the probability of the hypothesis being true given the observation is zero. He further argues that if we have multiple reliable observers, the evidence against the hypothesis that the world is composed of subatomic particles is also too weak to justify the use of probabilistic versions of abduction, since the probability of the hypothesis being true given the observation is also zero unless we are able to predict the actions of all of our multiple observers in turn.",0.8361844420433044,0.8329511880874634,0.8394429683685303
What are some possible advantages of following a probabilistically incoherent rule instead of Bayes’ rule?,"Some possible advantages of following a probabilistically incoherent rule instead of Bayes’ rule include approaching the truth faster and assigning a high probability to the true hypothesis more quickly. These advantages may not be easily expressed in terms of money, but they should still be taken into account when deciding which rule to follow.","If the matter is smooth, and the agent is able to make use of the full range of ordinary perceptual and causal detective information, then following a probabilistically incoherent rule rather than Bayes’ rule may have the advantage of being more efficient in determining the agent’s beliefs. If the matter is not smooth, or if the agent is in a state of extreme mental distraction, then following a probabilistically incoherent rule may be less likely to be misleading, and may be more likely to lead to more reliable and consistent results than Bayes’ rule. However, these are speculative answers.",0.8680629730224609,0.8633900284767151,0.8727868795394897
What is the view of Douven (1999) regarding the question of whether a probabilistic rule is coherent?,"Douven (1999) argues that the question of whether a probabilistic rule is coherent cannot be settled independently of considering which other epistemic and decision-theoretic rules are deployed along with it. Coherence should be understood as a property of packages of both epistemic and decision-theoretic rules, not of epistemic rules in isolation. Douven also describes a coherent package of rules that includes a probabilistic version of abduction.","In chapter 5 of his book, Douven (1999) rejects the view that a probabilistic rule is coherent in the sense that it is a systematic connection between factual antecedents and effects, on the grounds that it would be to give up the epistemic analogy between perception and action and the requirement that a rule be systematic in this sense would also be to give up the requirement that our judgments of truth be inseparably connected with our actions.</|im_end|>",0.8456548452377319,0.832176148891449,0.8595774173736572
What kind of defenses of abduction are currently available?,All defenses of abduction that have been given so far are of an empirical nature in that they appeal to data that supposedly support the claim that (in some form) abduction is a reliable rule of inference.,"Currently, there is a range of defenses of abduction, from more formal arguments for its validity based on its logical and psychological features, to more empirical and methodological approaches that seek to overcome the methodological epistemology of the senses and the subjectivity of our epistemic awareness of facts.",0.8656491041183472,0.8588483333587646,0.8725584745407104
What is the argument put forward by Richard Boyd for the reliability of abduction?,"Richard Boyd's argument for the reliability of abduction is that the apparent reliability of scientific methodology, which has yielded impressively accurate theories, is best explained by assuming that the theories on which it relies are at least approximately true. Since these theories were mostly arrived at by abductive reasoning, Boyd concludes that abduction must be a reliable rule of inference.","Richard Boyd argues that the evidential support for scientific theories is their ability to explain their relevant contexts in terms of previous and similar explanations. Abduction, then, is a method of inquiry that that that that that makes available to us the evidential support of these theories.",0.8618022799491882,0.8623301982879639,0.8612750172615051
What type of criticism has been raised against the argument that scientific methodology is informed by approximately true background theories?,"The argument that scientific methodology is informed by approximately true background theories has been criticized for being circular, with the criticism being that the argument's premise rests on an inference to the best explanation for its plausibility, and the reliability of this type of inference is precisely what is at stake. (See, for instance, Laudan 1981 and Fine 1984.)",A criticism has been raised that the argument that scientific methodology is informed by approximately true background theories is ineffective because it assumes that the true background theory known to the investigator at the outset is approximately true.,0.8811144828796387,0.9009976387023926,0.862089991569519
What is the distinction between premise-circularity and rule-circularity?,"An argument is premise-circular if its conclusion is amongst its premises. A rule-circular argument, by contrast, is an argument of which the conclusion asserts something about an inferential rule that is used in the very same argument.","Premise-circularity and rule-circularity are both terms that have been used in the discussion of speech-act theory, but they are not precisely defined. Here is a rough explanation:
Premise-circularity is the condition in which the speaker's action is inevitably determined by its premises, in the sense that the action's normative content is determined by its logical structure. This means that the action's normative content is determined by its logical structure in such a way that no other explanation of the action is possible apart from its premises. In other words, the action's normative content is determined by its circularity.
Rule-circularity, on the other hand, is the condition in which the action's normative content is not necessarily determined by its logical structure in this way. Instead, the action's normative content is not necessarily determined by its premises in the same way that",0.8410874605178833,0.8236684799194336,0.8592589497566223
"What is the problem with the argument that justifies the use of ""Inference to the Worst Explanation"" (IWE) by showing that it leads to the worst explanation of the fact that theories are unsuccessful?","The problem with this argument is that it leads to an utterly absurd conclusion, namely that IWE is a reliable rule of inference. This is not a problem of vicious circularity, but rather a problem with the argument's leading to an unacceptable conclusion","The problem with the argument that justifies the use of IWE by showing that it leads to the worst explanation of the fact that theories are unsuccessful is that it fails to account for cases where the best explanation is not the worst one, such as when a person is deceived by a false theory or when the evidence against a theory is so weak that it is impossible to know which of its components are true and which are false.",0.8641790151596069,0.8526215553283691,0.8760542273521423
What is the additional condition Psillos posits for a rule-circular argument to be valid?,The additional condition Psillos posits for a rule-circular argument to be valid is that one should not have reason to doubt the reliability of the rule—that there is nothing currently available which can make one distrust the rule.,"For a rule-circular argument to be valid, Psillos adds that it must be a matter of identical things that their subjective Truth Values are (not merely relative) different persons to be (in order to be) Good and Infallible Justices.",0.8670544624328613,0.8549883961677551,0.8794658184051514
What is the purpose of philosophical argumentation according to Psillos?,"According to Psillos, the purpose of philosophical argumentation is not always to convince an opponent of one’s position, but sometimes to assure or reassure oneself that the position one endorses or is tempted to endorse is correct.","According to Psillos, philosophical argumentation is the discovery of the truth about the world by means of analogy between its components, each of which is understood in its own specificational way and by means of means that are general and abstract. Thus, the purpose of philosophical argumentation is to discover the universal properties of the world as a whole.",0.8680988550186157,0.8613893389701843,0.8749135732650757
How can the reliability of abduction be supported using enumerative induction?,"The reliability of abduction can be supported using enumerative induction by arguing that every newly recorded successful application of abduction, such as the discovery of Neptune, adds further support to the hypothesis that abduction is a reliable rule of inference, in the way in which every newly observed black raven adds some support to the hypothesis that all ravens are black.","To support the reliability of abduction using enumerative induction, the author provides the following:
"". . . since the matter of the sensations that enter into the perception of an object is itself determinate, and since this matter is in each perception different, and also since the perception of an object is caused by its immediate surroundings, and furthermore, since the perception of an object is subject to change over time, and since the causes of its perception are also subject to change."" (Bhāvaguru Bhāvāsāvā, ""On the Aspects of Speech and Action,"" 13–14)。",0.8248688578605652,0.8045573234558105,0.8462325930595398
How can Bayesians determine their prior probabilities and likelihoods?,"According to Lipton, Bayesians ought to determine their prior probabilities and likelihoods on the basis of explanatory considerations.","Bayesians can determine their prior probabilities and likelihoods by first specifying their assumptions about the world, such as its features and its history, and then calculating the probabilities and likelihoods that these assumptions give rise to. They then use these calculations to adjust their prior probabilities and likelihoods as needed to best account for the evidence available to us.",0.8824829459190369,0.873688817024231,0.891455888748169
What is the issue with assigning priors in the context of Lipton’s recommendation to the Bayesian to be an explanationist?,"The issue is that any reason for fixing one’s priors counts as legitimate by Bayesian standards, and one assignment of priors is as good as another, provided both are coherent. So, it is not clear what one should do differently if one wants to follow the recommendation. Should one give the same prior to any best explanation that one’s neighbor gives, that is, lower one’s priors for best explanations? Or rather should one give even higher priors to best explanations than those one already gives?","The issue with assigning priors in the context of Lipton’s recommendation to the Bayesian to be an explanationist is that it would require a non-reductive theory of knowledge to account for our epistemic subsystem’s ability to make sense of the world, which is not only incompatible with the empiricalism of modern science but also, on the Bayesian’s view, incoherent with it.",0.8445049524307251,0.8490563035011292,0.840002179145813
What is the idea of Lipton's proposal?,"The idea of Lipton's proposal is that, as long as one does assign highest priors to those hypotheses that are the best explanations, everything is fine, or at least finer than if one does not do so, regardless of one’s reasons for assigning those priors.","The idea of Lipton's proposal is that to understand a statement as a programmed system, we should be able to replace the names of its components with mathematical functions.",0.8708673119544983,0.8903570175170898,0.85221266746521
What are some reasons that a hypothesis may be considered a better explanation than its rivals before any data are known?,"A hypothesis may be considered a better explanation than its rivals before any data are known because it requires less complicated mathematics, because it is stated in terms of familiar concepts only, or because of internal features of the hypothesis that can be evaluated without having to observe the world.",Some reasons that a hypothesis may be considered a better explanation than its rivals before any data are known are: (1) it is more specific than its rivals; (2) it is more likely to be testable; (3) it has a more complex structure; (4) it has been subject to preliminary experimental testing with favorable results; (5) it has a more convincing explanatory function. Each of these reasons has both qualitative and quantitative components.,0.8790144324302673,0.8649514317512512,0.8935422897338867
What is the Principle of Indifference and what is its problem?,"The Principle of Indifference is a principle that, when there is no reason to favor one hypothesis over another, one should assign equal priors to competing hypotheses. The problem with this principle is that there are typically various ways to partition logical space that appear plausible given the problem at hand, and that not all of them lead to the same prior probability assignment, even assuming the Principle of Indifference. This makes the Principle of Indifference inconsistent and thus not a principle of rationality.","The Principle of Indifference asserts that every action is either open to the same good as its endorser or else equally bad. This principle has as its problem the presence of arbitrary agency, in the sense that it denies that our actions are determined by their contextual surroundings in a way that is independent of any agent who performs them. Since the good that each action offers is determined by its surroundings, there is no way for us to know what our endorsers would want if they knew what was going to be offered to them, and so no way for us to know what our actions are for for those who receive them",0.8444520235061646,0.8286112546920776,0.8609102964401245
How can explanatory considerations be used in Bayesian reasoning?,"Explanatory considerations can be used as a heuristic to determine priors and likelihoods in cases where we would otherwise be clueless and could do no better than guessing. This is because we are not always able to assign a prior to every hypothesis of interest, or to say how probable a given piece of evidence is conditional on a given hypothesis.","In Bayesian reasoning, explanatory considerations such as the data's probabilities and the hypotheses being made can be used to assess the credibility of each theory's claims and to weight the evidence against each theory according to its evidential support. This way, when deciding which theory to believe, we take into account not just the evidence that has been presented but also the evidence that has been ruled out by other theories as well.",0.8585761785507202,0.8613364696502686,0.8558335304260254
What role does Psillos assign to abduction in his proposal to supplement Bayesian confirmation theory?,"Psillos assigns a role to abduction in his proposal to supplement Bayesian confirmation theory where abduction assists in selecting plausible candidates for testing, and the actual testing then follows Bayesian lines. However, he concedes that this proposal assigns a role to abduction that will strike committed explanationists as being too limited.","Psillos argues that abduction is a necessary but ineffectual mode of reasoning in his proposal to supplement Bayesian confirmation theory, on the basis that it is a non-rational, non-logical, and subjective mode of knowledge transmission that operates through sensory perceptions and bodily actions rather than through reasoned arguments and evidence.",0.8762006163597107,0.870032787322998,0.8824565410614014
What is a possible relationship between abduction and Bayesianism?,"A possible relationship between abduction and Bayesianism is that they operate in different modes of reasoning. Abduction could have its home in the epistemology of belief, and be called upon whenever we reason about our beliefs in a categorical mode, while at the same time Bayes’ rule could have its home in the epistemology of degrees of belief.","A possible relationship between abduction and Bayesianism is that abduction is a mode of inference that uses evidence to modify our prior distributions, while Bayesianism is a theory of probability that assumes a single, best-in-motion distribution over possible theories for each question-answerer for the sake of ease in reasoning. However, this is a oversimplification of the relationship between abduction and Bayesianism, as there are also differences in the kinds of evidence that can be used in each mode of inference and the assumptions that underlie each theory of probability.",0.8655329942703247,0.8585540056228638,0.8726263046264648
What is the difference between abduction and induction?,"Abduction is the process of forming a hypothesis to explain surprising observations, while induction is the process of inferring general laws from particular instances.","According to Lewis, abduction involves a process of reasoning from observed to hypothetical causal relations, while induction involves a process of reasoning from observed to expected or actual events.",0.8846806883811951,0.8823744058609009,0.8869990110397339
